route_name,start_ds100,end_ds100,composition_id,error
NJ 40421 = NJ 40490,EE,FKW,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 40421 = NJ 40490,EE,FKW,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,BPAF,LW,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LBT,LH,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 408 = NJ 409,LW,LBT,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EHM,FKW,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 420 = NJ 421,EMST,EHM,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KA,KK,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KBB,KKO,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,MOP,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKO,KB,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KKER,KA,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 468 = NJ 469,KK,KBB,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-BUD-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-COUCH-6,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-BAL-9,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-COUCH-10,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-BUD-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,REF-PREM-12,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,NEW-BAL-7,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
NJ 470 = NJ 471,FH  N,HG,NEW-BAL-14,400 Client Error: Bad Request for url: https://trassenfinder.de/api/web/routen/suche
