route_name,start_stop_name,start_ds100,end_stop_name,end_ds100,composition_id,n_coaches,weight_t,length_m,v_max_kmh,energy_kwh,distance_km,travel_time_min
Carpathia,München Hbf,MH,München Ost,MOP,REF-BAL-9,9,501.4,237.6,200,108,9.5,8
Carpathia,München Hbf,MH,München Ost,MOP,REF-COUCH-10,10,532.2,264.0,200,114,9.5,8
Carpathia,München Hbf,MH,München Ost,MOP,REF-BUD-12,12,636.0,316.8,200,133,9.6,8
Carpathia,München Hbf,MH,München Ost,MOP,REF-PREM-12,12,631.6,316.8,200,132,9.6,8
Carpathia,München Hbf,MH,München Ost,MOP,NEW-BAL-7,7,313.8,185.7,230,76,9.5,7
Carpathia,München Hbf,MH,München Ost,MOP,NEW-BAL-14,14,627.6,371.4,230,134,9.6,8
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-BUD-6,6,323.3,158.4,200,318,55.0,34
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-COUCH-6,6,313.0,158.4,200,313,55.0,34
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-BAL-9,9,501.4,237.6,200,425,55.0,34
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-COUCH-10,10,532.2,264.0,200,447,55.0,34
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-BUD-12,12,636.0,316.8,200,511,55.0,35
Carpathia,Rosenheim,MRO,München Ost,MOP,REF-PREM-12,12,631.6,316.8,200,509,55.0,35
Carpathia,Rosenheim,MRO,München Ost,MOP,NEW-BAL-7,7,313.8,185.7,230,324,55.0,34
Carpathia,Rosenheim,MRO,München Ost,MOP,NEW-BAL-14,14,627.6,371.4,230,523,55.0,35
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-BUD-6,6,323.3,158.4,200,381,84.0,50
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-COUCH-6,6,313.0,158.4,200,376,84.0,50
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-BAL-9,9,501.4,237.6,200,495,84.0,51
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-COUCH-10,10,532.2,264.0,200,517,85.9,52
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-BUD-12,12,636.0,316.8,200,585,85.9,52
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,REF-PREM-12,12,631.6,316.8,200,582,85.9,52
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,NEW-BAL-7,7,313.8,185.7,230,392,84.0,50
EN 414 = EN 40237,Augsburg Hbf,MA,Ulm Hbf,TU,NEW-BAL-14,14,627.6,371.4,230,606,85.9,52
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-BUD-6,6,323.3,158.4,200,356,93.1,62
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-COUCH-6,6,313.0,158.4,200,352,93.1,62
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-BAL-9,9,501.4,237.6,200,459,93.1,62
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-COUCH-10,10,532.2,264.0,200,482,93.1,62
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-BUD-12,12,636.0,316.8,200,549,93.1,63
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,REF-PREM-12,12,631.6,316.8,200,547,93.1,63
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,NEW-BAL-7,7,313.8,185.7,230,365,93.1,62
EN 414 = EN 40237,Ulm Hbf,TU,Stuttgart Hbf,TS,NEW-BAL-14,14,627.6,371.4,230,566,93.1,63
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-BUD-6,6,323.3,158.4,200,558,118.9,71
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-COUCH-6,6,313.0,158.4,200,551,118.9,71
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-BAL-9,9,501.4,237.6,200,731,118.8,72
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-COUCH-10,10,532.2,264.0,200,767,118.8,72
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-BUD-12,12,636.0,316.8,200,871,118.8,73
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,REF-PREM-12,12,631.6,316.8,200,867,118.8,73
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,NEW-BAL-7,7,313.8,185.7,230,571,118.8,71
LE 232 = LE 235,Leipzig Hbf,LL,Dresden Hbf,DH,NEW-BAL-14,14,627.6,371.4,230,899,119.0,72
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-BUD-6,6,323.3,158.4,200,703,173.0,109
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-COUCH-6,6,313.0,158.4,200,694,173.0,109
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-BAL-9,9,501.4,237.6,200,909,173.0,109
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-COUCH-10,10,532.2,264.0,200,953,173.0,110
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-BUD-12,12,636.0,316.8,200,1078,173.1,110
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,REF-PREM-12,12,631.6,316.8,200,1073,173.1,110
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,NEW-BAL-7,7,313.8,185.7,230,725,173.0,109
Metropol,Dresden Neustadt,DN,Berlin Südkreuz,BPAF,NEW-BAL-14,14,627.6,371.4,230,1113,173.1,111
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-BUD-6,6,323.3,158.4,200,349,64.4,40
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-COUCH-6,6,313.0,158.4,200,343,64.4,40
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-BAL-9,9,501.4,237.6,200,464,64.4,41
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-COUCH-10,10,532.2,264.0,200,487,64.4,41
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-BUD-12,12,636.0,316.8,200,558,64.7,42
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,REF-PREM-12,12,631.6,316.8,200,556,64.7,42
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,NEW-BAL-7,7,313.8,185.7,230,355,64.4,40
NJ 294 = NJ 295,Rosenheim,MRO,München Hbf,MH,NEW-BAL-14,14,627.6,371.4,230,571,64.7,42
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-BUD-6,6,323.3,158.4,200,157,33.5,23
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-COUCH-6,6,313.0,158.4,200,155,33.5,23
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-BAL-9,9,501.4,237.6,200,207,33.5,23
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-COUCH-10,10,532.2,264.0,200,219,33.5,23
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-BUD-12,12,636.0,316.8,200,248,33.5,24
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,REF-PREM-12,12,631.6,316.8,200,247,33.5,24
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,NEW-BAL-7,7,313.8,185.7,230,161,33.5,23
NJ 402 = NJ 403,Bonn Hbf,KB,Köln Hbf,KK,NEW-BAL-14,14,627.6,371.4,230,254,33.3,24
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-BUD-6,6,323.3,158.4,200,61,7.5,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-COUCH-6,6,313.0,158.4,200,60,7.5,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-BAL-9,9,501.4,237.6,200,87,7.5,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-COUCH-10,10,532.2,264.0,200,91,7.5,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-BUD-12,12,636.0,316.8,200,106,7.6,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,REF-PREM-12,12,631.6,316.8,200,106,7.6,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,NEW-BAL-7,7,313.8,185.7,230,60,7.5,6
NJ 402 = NJ 403,Duisburg Hbf,EDG,Oberhausen Hbf,EOB,NEW-BAL-14,14,627.6,371.4,230,107,7.6,6
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-BUD-6,6,323.3,158.4,200,1373,350.9,214
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-COUCH-6,6,313.0,158.4,200,1357,350.9,214
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-BAL-9,9,501.4,237.6,200,1757,350.9,215
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-COUCH-10,10,532.2,264.0,200,1852,350.9,217
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-BUD-12,12,636.0,316.8,200,2084,350.9,218
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,REF-PREM-12,12,631.6,316.8,200,2076,350.9,218
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,NEW-BAL-7,7,313.8,185.7,230,1428,350.9,215
NJ 402 = NJ 403,Offenburg,RO,Bonn Hbf,KB,NEW-BAL-14,14,627.6,371.4,230,2177,350.9,218
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-BUD-6,6,323.3,158.4,200,107,12.0,10
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-COUCH-6,6,313.0,158.4,200,105,12.0,10
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-BAL-9,9,501.4,237.6,200,150,12.0,11
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-COUCH-10,10,532.2,264.0,200,155,12.0,11
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-BUD-12,12,636.0,316.8,200,173,12.0,11
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,REF-PREM-12,12,631.6,316.8,200,172,12.0,11
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,NEW-BAL-7,7,313.8,185.7,230,108,12.0,10
NJ 40420 = NJ 40491,Hamburg Harburg,AHAR,Hamburg Hbf,AH,NEW-BAL-14,14,627.6,371.4,230,173,12.0,11
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-BUD-6,6,323.3,158.4,200,638,166.4,88
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-COUCH-6,6,313.0,158.4,200,632,166.4,88
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-BAL-9,9,501.4,237.6,200,800,166.4,89
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-COUCH-10,10,532.2,264.0,200,841,166.4,89
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-BUD-12,12,636.0,316.8,200,943,166.4,90
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,REF-PREM-12,12,631.6,316.8,200,940,166.4,90
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,NEW-BAL-7,7,313.8,185.7,230,673,166.4,88
NJ 40420 = NJ 40491,Hannover Hbf,HH,Hamburg Harburg,AHAR,NEW-BAL-14,14,627.6,371.4,230,1000,166.4,90
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-BUD-6,6,323.3,158.4,200,497,117.7,73
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-COUCH-6,6,313.0,158.4,200,491,117.7,73
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-BAL-9,9,501.4,237.6,200,636,117.7,73
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-COUCH-10,10,532.2,264.0,200,666,117.7,74
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-BUD-12,12,636.0,316.8,200,750,117.7,74
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,REF-PREM-12,12,631.6,316.8,200,747,117.7,74
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,NEW-BAL-7,7,313.8,185.7,230,509,117.7,73
NJ 40420 = NJ 40491,Ingolstadt Hbf,MIH,Nürnberg Hbf,NN,NEW-BAL-14,14,627.6,371.4,230,775,117.7,74
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-BUD-6,6,323.3,158.4,200,325,85.6,55
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-COUCH-6,6,313.0,158.4,200,321,85.6,55
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-BAL-9,9,501.4,237.6,200,425,85.6,55
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-COUCH-10,10,532.2,264.0,200,446,85.6,56
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-BUD-12,12,636.0,316.8,200,503,85.6,56
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,REF-PREM-12,12,631.6,316.8,200,501,85.6,56
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,NEW-BAL-7,7,313.8,185.7,230,332,85.6,55
NJ 40420 = NJ 40491,München Ost,MOP,Ingolstadt Hbf,MIH,NEW-BAL-14,14,627.6,371.4,230,513,85.6,56
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-BUD-6,6,323.3,158.4,200,496,102.2,62
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-COUCH-6,6,313.0,158.4,200,489,102.2,62
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-BAL-9,9,501.4,237.6,200,646,102.2,62
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-COUCH-10,10,532.2,264.0,200,679,102.2,63
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-BUD-12,12,636.0,316.8,200,771,102.2,63
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,REF-PREM-12,12,631.6,316.8,200,768,102.2,63
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,NEW-BAL-7,7,313.8,185.7,230,510,102.2,62
NJ 40420 = NJ 40491,Nürnberg Hbf,NN,Würzburg Hbf,NWH,NEW-BAL-14,14,627.6,371.4,230,796,102.2,63
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-BUD-6,6,323.3,158.4,200,1034,203.2,126
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-COUCH-6,6,313.0,158.4,200,1020,203.2,126
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-BAL-9,9,501.4,237.6,200,1345,203.2,126
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-COUCH-10,10,532.2,264.0,200,1410,203.2,127
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-BUD-12,12,636.0,316.8,200,1593,203.2,128
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,REF-PREM-12,12,631.6,316.8,200,1586,203.2,128
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,NEW-BAL-7,7,313.8,185.7,230,1058,203.2,126
NJ 40421 = NJ 40490,Nürnberg Hbf,NN,München Ost,MOP,NEW-BAL-14,14,627.6,371.4,230,1640,203.2,128
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-BUD-6,6,323.3,158.4,200,143,17.1,11
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-COUCH-6,6,313.0,158.4,200,140,17.1,11
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-BAL-9,9,501.4,237.6,200,196,17.1,12
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-COUCH-10,10,532.2,264.0,200,206,17.1,12
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-BUD-12,12,636.0,316.8,200,238,17.1,12
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,REF-PREM-12,12,631.6,316.8,200,237,17.1,12
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,NEW-BAL-7,7,313.8,185.7,230,144,17.1,11
NJ 40421 = NJ 40490,Oberhausen Hbf,EOB,Essen Hbf,EE,NEW-BAL-14,14,627.6,371.4,230,238,17.1,12
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-BUD-6,6,323.3,158.4,200,1749,426.3,269
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-COUCH-6,6,313.0,158.4,200,1728,426.3,269
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-BAL-9,9,501.4,237.6,200,2257,426.3,270
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-COUCH-10,10,532.2,264.0,200,2376,426.3,273
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-BUD-12,12,636.0,316.8,200,2681,426.4,273
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,REF-PREM-12,12,631.6,316.8,200,2670,426.4,273
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,NEW-BAL-7,7,313.8,185.7,230,1809,426.3,269
NJ 40421 = NJ 40490,Würzburg Hbf,NWH,Oberhausen Hbf,EOB,NEW-BAL-14,14,627.6,371.4,230,2787,426.4,274
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-BUD-6,6,323.3,158.4,200,368,57.7,65
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-COUCH-6,6,313.0,158.4,200,364,57.7,65
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-BAL-9,9,501.4,237.6,200,478,59.5,66
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-COUCH-10,10,532.2,264.0,200,500,59.5,67
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-BUD-12,12,636.0,316.8,200,561,59.5,67
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,REF-PREM-12,12,631.6,316.8,200,558,59.5,67
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,NEW-BAL-7,7,313.8,185.7,230,376,57.7,65
NJ 408 = NJ 409,Halle (Saale) Hbf,LH,Leipzig Hbf,LL,NEW-BAL-14,14,627.6,371.4,230,580,59.5,67
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-BUD-6,6,323.3,158.4,200,2096,452.3,275
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-COUCH-6,6,313.0,158.4,200,2068,452.3,275
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-BAL-9,9,501.4,237.6,200,2730,452.3,276
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-COUCH-10,10,532.2,264.0,200,2866,452.3,278
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-BUD-12,12,636.0,316.8,200,3250,452.3,279
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,REF-PREM-12,12,631.6,316.8,200,3236,452.3,279
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,NEW-BAL-7,7,313.8,185.7,230,2156,452.3,275
NJ 408 = NJ 409,Leipzig Hbf,LL,Mannheim Hbf,RM,NEW-BAL-14,14,627.6,371.4,230,3357,452.3,279
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-BUD-6,6,323.3,158.4,200,590,159.2,84
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-COUCH-6,6,313.0,158.4,200,584,159.2,84
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-BAL-9,9,501.4,237.6,200,777,162.8,87
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-COUCH-10,10,532.2,264.0,200,815,162.8,87
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-BUD-12,12,636.0,316.8,200,915,162.9,88
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,REF-PREM-12,12,631.6,316.8,200,912,162.9,88
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,NEW-BAL-7,7,313.8,185.7,230,623,159.2,84
NJ 408 = NJ 409,Leipzig Hbf,LL,Berlin Südkreuz,BPAF,NEW-BAL-14,14,627.6,371.4,230,967,162.9,88
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-BUD-6,6,323.3,158.4,200,169,34.0,25
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-COUCH-6,6,313.0,158.4,200,167,34.0,25
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-BAL-9,9,501.4,237.6,200,202,34.1,24
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-COUCH-10,10,532.2,264.0,200,212,34.1,25
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-BUD-12,12,636.0,316.8,200,243,33.7,24
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,REF-PREM-12,12,631.6,316.8,200,242,33.7,24
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,NEW-BAL-7,7,313.8,185.7,230,173,34.0,25
NJ 468 = NJ 469,Bonn Hbf,KB,Köln Ehrenfeld,KKER,NEW-BAL-14,14,627.6,371.4,230,301,35.9,26
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-BUD-6,6,323.3,158.4,200,443,103.5,58
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-COUCH-6,6,313.0,158.4,200,438,103.5,58
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-BAL-9,9,501.4,237.6,200,568,103.5,58
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-COUCH-10,10,532.2,264.0,200,596,103.5,59
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-BUD-12,12,636.0,316.8,200,671,103.5,59
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,REF-PREM-12,12,631.6,316.8,200,668,103.5,59
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,NEW-BAL-7,7,313.8,185.7,230,463,103.5,58
NJ 470 = NJ 471,Bremen Hbf,HB,Hamburg Harburg,AHAR,NEW-BAL-14,14,627.6,371.4,230,703,103.5,59
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-BUD-6,6,323.3,158.4,200,135,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-COUCH-6,6,313.0,158.4,200,133,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-BAL-9,9,501.4,237.6,200,180,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-COUCH-10,10,532.2,264.0,200,190,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-BUD-12,12,636.0,316.8,200,216,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,REF-PREM-12,12,631.6,316.8,200,215,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,NEW-BAL-7,7,313.8,185.7,230,139,32.7,21
NJ 470 = NJ 471,Bruchsal,RBR,Heidelberg Hbf,RH,NEW-BAL-14,14,627.6,371.4,230,223,32.6,21
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-BUD-6,6,323.3,158.4,200,114,26.6,18
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-COUCH-6,6,313.0,158.4,200,112,26.6,18
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-BAL-9,9,501.4,237.6,200,148,26.6,18
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-COUCH-10,10,532.2,264.0,200,154,26.6,18
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-BUD-12,12,636.0,316.8,200,174,26.6,19
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,REF-PREM-12,12,631.6,316.8,200,173,26.6,19
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,NEW-BAL-7,7,313.8,185.7,230,116,26.6,18
NJ 470 = NJ 471,Darmstadt Hbf,FD,Frankfurt (Main) Süd,FFS,NEW-BAL-14,14,627.6,371.4,230,177,26.6,19
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-BUD-6,6,323.3,158.4,200,592,130.9,80
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-COUCH-6,6,313.0,158.4,200,584,130.9,80
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-BAL-9,9,501.4,237.6,200,778,130.9,80
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-COUCH-10,10,532.2,264.0,200,818,130.9,81
NJ 470 = NJ 471,Frankfurt (Main) Süd,FFS,Karlsruhe Hbf,RK,REF-BUD-12,12,636.0,316.8,200,930,130.9,81
