EVA_NR,DS100,NAME,VERKEHR,LAENGE,BREITE,Unnamed: 6,Unnamed: 7,region
8001902,EEBB,Essen-Borbeck,RV,6.948795,51.472713,,,West
8001903,EEDL,Essen-Dellwig,RV,6.923068,51.488108,,,West
8001905,EEIB,Essen-Eiberg,RV,7.109691,51.441814,,,West
8001906,EEFO,Essen-Frohnhausen,RV,6.96515,51.455245,,,West
8001907,EEGE,Essen-Gerschede,RV,6.943515,51.482598,,,West
8006514,EEHH,Essen-Holthausen,RV,7.072649,51.417711,,,West
8006194,EEHT,Essen-Horst,RV,7.102741,51.431214,,,West
8001908,EEHU,Essen-Hügel,RV,7.008243,51.404501,,,West
8001912,EEKU,Essen-Kupferdreh,RV,7.080247,51.390945,,,West
8000099,EEST,Essen-Steele,RV,7.075552,51.450684,,,West
8001914,EEUE,Essen-Überruhr,RV,7.068716,51.428541,,,West
8001915,EEWD,Essen-Werden,RV,6.997845,51.386828,,,West
8001919,NEN,Eßleben,RV,10.085225,49.943101,,,Central
8001920,TE,Esslingen(Neckar),FV,9.30008,48.73881,,,South
8001921,TEME,Esslingen-Mettingen,RV,9.27583,48.747083,,,South
8006642,TEZL,Esslingen-Zell,RV,9.359389,48.724328,,,South
8001996,MESG,Esting,RV,11.317322,48.212196,,,South
8001924,HETL,Etelsen,RV,9.123745,52.999203,,,North
8001925,NET,Etterzhausen,RV,11.978031,49.030609,,,Central
8007007,RETT,Ettlingen Stadt,RV,8.409106,48.938617,,,South
8001928,EEZB,Etzbach,RV,7.690264,50.781282,,,West
8001929,NEW,Etzelwang,RV,11.586408,49.525525,,,Central
8001932,NEZ,Etzenricht,RV,12.098291,49.628817,,,East
8007008,RETZ,Etzenrot,RV,8.457623,48.914209,,,South
8011520,UET,Etzleben,RV,11.181128,51.258077,,,Central
8001933,TEU,Eubigheim,RV,9.538015,49.501732,,,Central
8000100,KEU,Euskirchen,RV,6.792193,50.65776,,,West
8006673,KZU,Euskirchen Zuckerfabrik,RV,6.813256,50.65687,,,West
8003440,KKRW,Euskirchen-Kreuzweingarten,RV,6.796055,50.613054,,,West
8003462,KKUH,Euskirchen-Kuchenheim,RV,6.834478,50.655602,,,West
8005748,KSTZ,Euskirchen-Stotzheim,RV,6.810773,50.633859,,,West
8001941,AEU,Eutin,RV,10.610123,54.135343,,,North
8000101,TET,Eutingen im Gäu,FV,8.782236,48.479952,,,South
8001942,TEB,Eutingen(Baden),RV,8.743772,48.909846,,,South
8001946,TEY,Eyach,RV,8.783101,48.446288,,,South
8001949,HETR,Eystrup,RV,9.23139,52.783369,,,North
8001950,FFAN,Fachingen(Lahn),RV,7.992566,50.361781,,,West
8011524,DFBE,Fährbrücke,RV,12.619722,50.650124,,,East
8001954,RFN,Fahrnau,RV,7.839425,47.66156,,,West
8011528,DFU,Falkenau(Sachs)Hp,RV,13.118402,50.854685,,,East
8010103,LF,Falkenberg(Elster),RV,13.247685,51.58362,,,East
8013479,BFKS,Falkensee,RV,13.089636,52.559772,,,North
8011533,BFS,Fangschleuse,RV,13.824926,52.406725,,,East
8001961,MFCH,Farchant,RV,11.11486,47.53097,,,South
8001963,MFP,Fasanenpark,RV,11.609378,48.079713,,,South
8001964,NFCH,Faulbach(Main),RV,9.437614,49.786932,,,Central
8001965,TFAU,Faurndau,RV,9.616047,48.710807,,,South
8001967,TFV,Favoritepark,RV,9.180233,48.909209,,,South
8001274,ABUF,Fehmarn-Burg,FV,11.18898,54.443591,,,North
8001969,NFZ,Feilitzsch,RV,11.934034,50.364324,,,Central
8001970,MFA,Feldafing,RV,11.290224,47.946938,,,South
8001971,RFB,Feldberg-Bärental,RV,8.098294,47.871444,,,South
8001977,AFEB,Felde,RV,9.947018,54.309847,,,North
8001972,EFEL,Feldhausen,RV,6.973083,51.615355,,,West
8001973,MFK,Feldkirchen(b München),RV,11.732103,48.151846,,,South
8001974,TFE,Fellbach,RV,9.269978,48.820049,,,South
8000520,FABL,Felsberg-Altenbrunslar,RV,9.445462,51.165227,,,Central
8002236,FGEF,Felsberg-Gensungen,RV,9.43563,51.131122,,,Central
8006546,FWON,Felsberg-Wolfershausen,RV,9.45006,51.186552,,,Central
8013480,BFLZ,Ferch-Lienewitz,RV,12.964073,52.303553,,,East
8011536,WFDF,Ferdinandshof,RV,13.881913,53.660087,,,North
8011537,LFMW,Fermerswalde,RV,13.173589,51.642998,,,East
8001978,NFT,Feucht,RV,11.204207,49.381947,,,Central
8002520,NFTM,Feucht-Moosbach,RV,11.260901,49.387913,,,Central
8001980,EFEU,Feudingen,RV,8.329337,50.940797,,,Central
8001982,TFI,Fichtenberg,RV,9.700763,48.987346,,,South
8001984,TFIL,Filderstadt,RV,9.217709,48.676493,,,South
8011540,BFIH,Finkenheerd,RV,14.569595,52.249419,,,East
8011541,BFIN,Finkenkrug,RV,13.051255,52.569663,,,North
8001985,MFNS,Finningerstraße,RV,10.026228,48.389993,,,South
8011542,BFW,Finsterwalde(Niederlausitz),RV,13.710388,51.637001,,,East
8001989,NFIH,Fischbach(Nürnberg),RV,11.17407,49.41334,,,Central
8001990,SFC,Fischbach-Camphausen,RV,7.031132,49.304744,,,West
8001995,MFN,Fischen,FV,10.271717,47.456591,,,South
8011544,LFG,Flechtingen,RV,11.261352,52.347968,,,Central
8011545,LFL,Fleetmark,RV,11.378693,52.790802,,,North
8002005,RFL,Flehingen,RV,8.782727,49.084595,,,Central
8000103,AF,Flensburg,FV,9.436526,54.774039,,,North
8002010,FFD,Flieden,RV,9.576616,50.421382,,,Central
8002011,AFT,Flintbek,RV,10.062913,54.243349,,,North
8010108,DFL,Flöha,RV,13.075152,50.854355,,,East
8010128,DFLP,Flöha-Plaue,RV,13.085007,50.844489,,,East
8002014,RFLO,Flomersheim,RV,8.333801,49.513958,,,Central
8002013,FFH,Flörsheim(Main),RV,8.431013,50.017211,,,Central
8011548,DFM,Floßmühle,RV,13.181082,50.758757,,,East
8002018,SFOE,Föhren,RV,6.767531,49.857099,,,West
8002022,RFCH,Forbach(Schwarzw),RV,8.361491,48.680399,,,South
8002019,NFOE,Förbau,RV,11.910685,50.207519,,,Central
8002023,RFM,Forchheim(b Karlsruhe),RV,8.338934,48.964785,,,South
8002024,NFO,Forchheim(Oberfr),RV,11.069859,49.71707,,,Central
8011549,LFD,Förderstedt,RV,11.633757,51.903517,,,Central
8002026,TFB,Fornsbach,RV,9.642498,48.975445,,,South
8010111,BFO,Forst(Lausitz),RV,14.637628,51.738882,,,East
8002027,KFOS,Forsthaus,RV,6.503498,51.303412,,,West
8002028,MFOS,Forsting,RV,12.091448,48.081864,,,East
8002029,NFH,Forth,RV,11.221457,49.591698,,,Central
8002020,NFDF,Förtschendorf,RV,11.350128,50.392901,,,Central
8000104,FFRK,Frankenberg(Eder),RV,8.789181,51.054565,,,Central
8002033,FFRG,Frankenberg-Goßberg,RV,8.799326,51.064998,,,Central
8006082,FVI,Frankenberg-Viermünden,RV,8.833922,51.102215,,,Central
8002036,RFST,Frankenstein(Pfalz),RV,7.969802,49.438867,,,West
8011556,DFRS,Frankenstein(Sachs),RV,13.228254,50.90252,,,East
8000332,RFT,Frankenthal Hbf,RV,8.349702,49.535567,,,Central
8002040,FSP,Frankfurt am Main - Stadion,RV,8.633247,50.068228,,,Central
8098105,FFT,Frankfurt Hbf (tief),RV,8.664137,50.107407,,,Central
8070003,FFLF,Frankfurt(M) Flughafen Fernbf,FV,8.570185,50.053167,,,Central
8070004,FFLU,Frankfurt(M) Flughafen Regionalbf,FV,8.571251,50.051219,,,Central
8006690,FFGA,Frankfurt(M)Galluswarte,RV,8.64472,50.10403,,,Central
8006692,FHAU,Frankfurt(M)Hauptwache,RV,8.678947,50.113926,,,Central
8004429,FKON,Frankfurt(M)Konstablerwache,RV,8.687098,50.114623,,,Central
8002038,FLBF,Frankfurt(M)Lokalbahnhof,RV,8.693025,50.102171,,,Central
8002034,FMUL,Frankfurt(M)Mühlberg,RV,8.701504,50.101609,,,Central
8002059,FSTL,Frankfurt(M)Stresemannallee,RV,8.671248,50.094438,,,Central
8006691,FFTA,Frankfurt(M)Taunusanlage,RV,8.668864,50.113565,,,Central
8000105,FF,Frankfurt(Main)Hbf,FV,8.663789,50.107145,,,Central
8079632,FFME,Frankfurt(Main)Messe,RV,8.643374,50.112004,,,Central
8010113,BFP,Frankfurt(Oder),FV,14.546496,52.336416,,,East
8011559,BFRS,Frankfurt(Oder)-Rosengarten,RV,14.472631,52.337769,,,East
8002043,FFBK,Frankfurt-Berkersheim,RV,8.697827,50.176486,,,Central
8002045,FFES,Frankfurt-Eschersheim,RV,8.655431,50.158583,,,Central
8002044,FFBS,Frankfurt-Frankfurter Berg,RV,8.676551,50.170266,,,Central
8002046,FGM,Frankfurt-Griesheim,RV,8.606394,50.094334,,,Central
8000106,FHOE,Frankfurt-Höchst,RV,8.54237,50.102634,,,Central
8002051,FFAW,Frankfurt-Höchst Farbwerke,RV,8.528732,50.098558,,,Central
8002047,FLS,Frankfurt-Louisa,RV,8.670369,50.083956,,,Central
8002048,FFMK,Frankfurt-Mainkur,RV,8.767437,50.134603,,,Central
8002049,FFND,Frankfurt-Nied,RV,8.570734,50.102519,,,Central
8002050,FNI S,Frankfurt-Niederrad,RV,8.637075,50.081283,,,Central
8002052,FRH,Frankfurt-Rödelheim,RV,8.607026,50.124615,,,Central
8002053,FSIN,Frankfurt-Sindlingen,RV,8.512259,50.087497,,,Central
8002055,FFZH,Frankfurt-Zeilsheim,RV,8.506011,50.090124,,,Central
8011560,LFA,Frankleben,RV,11.937582,51.309561,,,Central
8007010,RFS,Frauenalb-Schielberg,RV,8.440492,48.837294,,,South
8011563,BFR,Frauenhain,RV,13.503636,51.384223,,,East
8002389,KFKO,Frechen-Königsdorf,RV,6.777846,50.936501,,,West
8080440,BFD,Fredersdorf(b Berlin),RV,13.760628,52.526212,,,North
8002065,TFG,Freiberg(Neckar),RV,9.197796,48.930107,,,South
8010115,DFR,Freiberg(Sachs),RV,13.344141,50.908725,,,East
8000107,RF,Freiburg(Breisgau) Hbf,FV,7.84117,47.997697,,,West
8002067,RFHE,Freiburg-Herdern,RV,7.850973,48.008237,,,West
8002068,RFLT,Freiburg-Littenweiler,RV,7.895133,47.981672,,,West
8002069,RFSG,Freiburg-St Georgen,RV,7.803006,47.975496,,,West
8002070,RFWI,Freiburg-Wiehre,RV,7.854127,47.982413,,,West
8002071,RFZ,Freiburg-Zähringen,RV,7.863734,48.024363,,,West
8002073,EFRE,Freienohl,RV,8.169484,51.366422,,,Central
8002074,MFHD,Freihalden,RV,10.5022,48.384704,,,South
8002075,NFR,Freihöls,RV,12.020316,49.40137,,,East
8002076,NFRE,Freihung,RV,11.902879,49.627221,,,Central
8000108,MFL,Freilassing,FV,12.977193,47.836916,,,East
8002085,MFLH,Freilassing-Hofham,RV,12.968067,47.831449,,,East
8000340,FFRH,Freimersheim(Rheinh),RV,8.086608,49.710625,,,Central
8000374,RFHM,Freinsheim,RV,8.205192,49.501493,,,Central
8002078,MFR,Freising,FV,11.744539,48.395195,,,South
8011569,DFD,Freital-Deuben,RV,13.646432,50.999358,,,East
8010116,DFH,Freital-Hainsberg,RV,13.637938,50.988898,,,East
8013445,DPA,Freital-Potschappel,RV,13.662552,51.013894,,,East
8002080,HFST,Frellstedt,RV,10.909994,52.213749,,,Central
8002083,SFF,Fremersdorf,RV,6.647867,49.410083,,,West
8011571,LFZ,Frenz,RV,11.898933,51.749194,,,Central
8011572,WFD,Fretzdorf,RV,12.539885,53.069302,,,North
8002089,NFM,Freudenberg-Kirschfurt,RV,9.317981,49.743755,,,Central
8000110,TFS,Freudenstadt Hbf,RV,8.428803,48.460322,,,South
8002087,TFSI,Freudenstadt Industriegebiet,RV,8.434941,48.464967,,,South
8002091,TFSS,Freudenstadt Stadt,RV,8.410694,48.467566,,,South
8011573,UFB B,Freyburg(Unstrut),RV,11.767313,51.209079,,,Central
8002096,TFD,Fridingen(b Tuttlingen),RV,8.93606,48.031822,,,South
8002097,MFDF,Fridolfing,RV,12.799689,47.984203,,,East
8000111,FFG,Friedberg(Hess),FV,8.762056,50.332606,,,Central
8002100,FFN,Friedelhausen,RV,8.710961,50.671607,,,Central
8002101,FFRD,Friedensdorf(Lahn),RV,8.560747,50.857459,,,Central
8002102,HFRI,Friedland(Han),RV,9.914746,51.421562,,,Central
8002104,KFWH,Friedrich Wilhelmshütte,RV,7.159382,50.802044,,,West
8011578,UFR,Friedrichroda,RV,10.576685,50.862151,,,Central
8002108,FFRI,Friedrichsdorf(Taunus),RV,8.644776,50.25249,,,Central
8002109,EFFD,Friedrichsfeld(Niederrhein),RV,6.645499,51.628486,,,West
8002120,TFFL,Friedrichshafen Flughafen,RV,9.523714,47.672213,,,South
8002110,TFH,Friedrichshafen Hafen,RV,9.482819,47.651208,,,South
8002122,TFLA,Friedrichshafen Landratsamt,RV,9.451988,47.657146,,,South
8000112,TF,Friedrichshafen Stadt,FV,9.4739,47.653224,,,South
8002111,TFF,Friedrichshafen-Fischbach,RV,9.417383,47.672481,,,South
8003345,TKLU,Friedrichshafen-Kluftern,RV,9.409515,47.688149,,,South
8003850,TMAN,Friedrichshafen-Manzell,RV,9.429156,47.66432,,,South
8002113,AFRD,Friedrichsruh,RV,10.339671,53.528122,,,North
8002114,KFGN,Friedrichssegen,RV,7.65084,50.312619,,,West
8002126,RFRT,Friedrichstal b Freudenstadt,RV,8.376926,48.481805,,,South
8002116,RFTL,Friedrichstal(Baden),RV,8.474278,49.101299,,,Central
8002117,SFI,Friedrichsthal(Saar),RV,7.08913,49.320061,,,West
8002123,RFH,Friesenheim(Baden),RV,7.862948,48.381589,,,West
8002127,KFRI,Frimmersdorf,RV,6.566475,51.045701,,,West
8002129,FFZ,Fritzlar,RV,9.282089,51.125223,,,Central
8011588,LFB,Frohburg,RV,12.559288,51.069159,,,East
8002130,EFRM,Frömern,RV,7.735929,51.499263,,,West
8000113,EFOE,Fröndenberg,RV,7.762198,51.471254,,,West
8002134,FFRL,Fronhausen(Lahn),RV,8.698651,50.706333,,,Central
8010118,UFT,Fröttstädt,RV,10.573019,50.930357,,,Central
8010399,WF,Fürstenberg(Havel),RV,13.139273,53.186784,,,North
8002141,MFB,Fürstenfeldbruck,RV,11.262148,48.171656,,,South
8002145,FFNW,Fürstenwald,RV,9.359567,51.380359,,,Central
8010120,BFUW,Fürstenwalde(Spree),RV,14.05964,52.366858,,,East
8002146,MFZL,Fürstenzell,RV,13.333817,48.51318,,,East
8000114,NF,Fürth(Bay)Hbf,RV,10.989988,49.469707,,,Central
8002150,RFUE,Fürth(Odenw),RV,8.781003,49.648534,,,Central
8002152,NFBB,Fürth-Burgfarrnbach,RV,10.923627,49.491033,,,Central
8002153,NFDB,Fürth-Dambach,RV,10.970196,49.46074,,,Central
8002154,NFUB,Fürth-Unterfarrnbach,RV,10.967191,49.483188,,,Central
8002155,NFUF,Fürth-Unterfürberg,RV,10.957532,49.474914,,,Central
8002156,MFSN,Füssen,RV,10.697813,47.570497,,,South
8000115,FFU,Fulda,FV,9.683977,50.554723,,,Central
8003053,FIH,Fuldatal-Ihringshausen,RV,9.52607,51.348591,,,Central
8002159,NFW,Furth i Wald,FV,12.838811,49.309812,,,East
8002161,MFU,Furth(b Deisenhofen),RV,11.593281,48.035521,,,South
8002162,MGAL,Gablingen,RV,10.850752,48.463417,,,South
8002167,RGG,Gaggenau Bf,RV,8.319977,48.805772,,,South
8006733,RDAI,Gaggenau Mercedes-Benz Werk,RV,8.327476,48.798038,,,South
8002171,MGH,Gaimersheim,RV,11.36979,48.798789,,,South
8002175,SGSZ,Galgenschanze,RV,7.744124,49.43549,,,West
8002177,TGAM,Gamburg(Tauber),RV,9.59558,49.698297,,,Central
8011594,UGSM,Gangloffsömmern,RV,10.954856,51.191473,,,Central
8002180,EGAR,Garbeck,RV,7.839903,51.321459,,,West
8002184,MGA,Garching(Alz),RV,12.57299,48.130371,,,East
8011596,LGA,Gardelegen,RV,11.404536,52.518376,,,North
8002185,AGD,Garding,RV,8.783783,54.327014,,,North
8002187,MGP,Garmisch-Partenkirchen,FV,11.097013,47.491452,,,South
8002188,MGPH,Garmisch-Partenkirchen Hausberg,RV,11.092343,47.483487,,,South
8002189,MGS,Gars(Inn),RV,12.29855,48.14754,,,East
8002165,TGT,Gärtringen,RV,8.909113,48.641122,,,South
8000375,FGAL,Gau Algesheim,RV,8.016065,49.961432,,,Central
8002191,FGBM,Gau Bickelheim,RV,8.020291,49.840292,,,Central
8002195,TGRN,Gaubüttelbrunn,RV,9.854584,49.634319,,,Central
8002166,TGFD,Gäufelden,RV,8.850308,48.559661,,,South
8002197,RGBA,Gausbach,RV,8.362372,48.686753,,,South
8002198,MGT,Gauting,RV,11.376146,48.070658,,,South
8010121,LGG,Geestgottberg,RV,11.736957,52.955743,,,North
8011603,UGB,Gehlberg,RV,10.769351,50.683768,,,Central
8002206,KGKK,Geilenkirchen,FV,6.124518,50.961039,,,West
8002209,MGLG,Geiselhöring,RV,12.392077,48.822392,,,East
8002210,MGIB,Geisenbrunn,RV,11.324847,48.109157,,,South
8002211,MGHS,Geisenhausen,RV,12.248327,48.47396,,,East
8002214,RGSN,Geisingen,RV,8.653951,47.921342,,,South
8002218,TG,Geislingen(Steige),FV,9.841941,48.619358,,,South
8010122,LGH,Geithain,RV,12.697455,51.058217,,,East
8011611,WGE,Gelbensande,RV,12.304809,54.198696,,,North
8000117,FGEL,Gelnhausen,RV,9.189278,50.196343,,,Central
8000118,EG,Gelsenkirchen Hbf,FV,7.10258,51.505013,,,West
8002223,EGZO,Gelsenkirchen Zoo,RV,7.111424,51.537978,,,West
8002226,EGHS,Gelsenkirchen-Hassel,RV,7.066686,51.610859,,,West
8002227,EGRO,Gelsenkirchen-Rotthausen,RV,7.088936,51.49265,,,West
8000119,MGE,Geltendorf,RV,11.037736,48.105776,,,South
8002228,TGEM,Gemmingen,RV,8.984648,49.151295,,,Central
8000120,NGM,Gemünden(Main),RV,9.699894,50.050018,,,Central
8002234,MGND,Gendorf,RV,12.721098,48.179484,,,East
8002235,RGB,Gengenbach,RV,8.010192,48.404659,,,South
8002238,SGN,Gennweiler,RV,7.049984,49.369979,,,West
8000121,FGHO,Gensingen-Horrweiler,RV,7.938188,49.89826,,,West
8010123,LGN,Genthin,RV,12.157103,52.40322,,,East
8002237,NGE,Georgensgmünd,RV,11.016614,49.183836,,,Central
8010125,UG,Gera Hbf,RV,12.077092,50.883421,,,East
8002240,TGES,Geradstetten,RV,9.439753,48.805203,,,South
8011620,UGLW,Gera-Liebschwitz,RV,12.080791,50.838429,,,East
8002242,TGEH,Gerhausen,RV,9.806227,48.39972,,,South
8011626,LGE,Gerichshain,RV,12.587444,51.35388,,,East
8002243,TGLH,Gerlachsheim,RV,9.710612,49.580886,,,Central
8002244,MGLH,Gerlenhofen,RV,10.037282,48.351332,,,South
8006006,MUG,Germering-Unterpfaffenhofen,RV,11.364023,48.12887,,,South
8000376,RGE,Germersheim,RV,8.365282,49.225402,,,Central
8002247,MGLD,Gernlinden,RV,11.300378,48.212765,,,South
8002248,RGS,Gernsbach Bf,RV,8.336714,48.768307,,,South
8002249,FGHM,Gernsheim,RV,8.4902,49.753598,,,Central
8002251,TGN,Geroldshausen,RV,9.903994,49.686941,,,Central
8000123,SGR,Gerolstein,RV,6.660372,50.224006,,,West
8007075,TGSN,Gerstetten,RV,10.022662,48.624836,,,South
8002256,MGHF,Gersthofen,RV,10.861193,48.42302,,,South
8002259,FGTB,Gertenbach,RV,9.804709,51.379732,,,Central
8011630,LGWS,Gerwisch,RV,11.742095,52.177587,,,Central
8002262,EGK,Geseke,RV,8.510292,51.64523,,,Central
8002263,MGHN,Gessertshausen,RV,10.732382,48.333715,,,South
8002265,FGGB,Gettenau-Bingenheim,RV,8.885796,50.379191,,,Central
8002266,AGF,Gettorf,RV,9.978678,54.409893,,,North
8002267,EGVH,Gevelsberg Hbf,RV,7.339931,51.324437,,,West
8002509,KGVK,Gevelsberg-Kipp,RV,7.327172,51.31993,,,West
8001943,EGVA,Gevelsberg-Knapp,RV,7.377754,51.336989,,,West
8002272,TGB,Giengen(Brenz),RV,10.236994,48.620023,,,South
8011632,LGI,Giersleben,RV,11.568659,51.764836,,,Central
8000124,FG,Gießen,FV,8.661462,50.579059,,,Central
8002269,FGOG,Gießen Oswaldsgarten,RV,8.669138,50.588355,,,Central
8002275,MGCH,Gilching-Argelsried,RV,11.299598,48.105674,,,South
8002278,TGI,Gingen(Fils),RV,9.787826,48.661039,,,South
8002281,HGT,Gittelde/Bad Grund(Harz),RV,10.203025,51.787337,,,Central
8002284,EZK,Gladbeck-Zweckel,RV,6.984424,51.59027,,,West
8002286,SGM,Glan-Münchweiler,RV,7.444848,49.470176,,,West
8002287,NGLW,Glanzstoffwerke,RV,9.152194,49.828571,,,Central
8011637,DGLA,Glaubitz(Riesa),RV,13.365435,51.317562,,,East
8002288,FGBG,Glauburg-Glauberg,RV,8.996016,50.313752,,,Central
8000347,FSTM,Glauburg-Stockheim,RV,9.010123,50.327056,,,Central
8010129,DGL,Glauchau(Sachs),RV,12.548646,50.828524,,,East
8010130,DGLS,Glauchau-Schönbörnchen,RV,12.500671,50.821057,,,East
8002290,KGL,Glesch,RV,6.589633,50.971261,,,West
8011643,UGL,Glückauf,RV,10.828367,51.389701,,,Central
8010084,LGND,Gnadau,RV,11.78115,51.979599,,,Central
8011646,WGNV,Gnevkow,RV,13.17467,53.792896,,,North
8007143,RGOM,Gochsheim(Baden),RV,8.744695,49.109411,,,Central
8002300,RGOR,Godramstein,RV,8.076028,49.20685,,,Central
8005201,TGOL,Goldberg(Württ),RV,9.02043,48.69691,,,South
8000380,TGL,Goldshöfe,RV,10.128254,48.894221,,,South
8070257,FGLD,Göllheim-Dreisen,RV,8.016444,49.599376,,,Central
8011667,BGM,Gollmitz(Niederlausitz),RV,13.883834,51.703335,,,East
8013481,BGOL,Golm,RV,12.971864,52.409774,,,East
8002307,RGOE,Gölshausen,RV,8.724715,49.044904,,,Central
8002306,RGOI,Gölshausen Industriegebiet,RV,8.739879,49.051803,,,Central
8011668,BGO,Golßen(Niederlausitz),RV,13.574773,51.974272,,,East
8070400,TGOM,Gomadingen,RV,9.392136,48.399121,,,South
8011673,LGO,Gommern,RV,11.83878,52.074002,,,Central
8070011,RGOS,Gondelsheim Schloßstadion,RV,8.662867,49.065737,,,Central
8002326,RGO,Gondelsheim(Baden),RV,8.660281,49.059704,,,Central
8000127,TGO,Göppingen,FV,9.651969,48.700027,,,South
8010131,DG,Görlitz,RV,14.97908,51.146767,,,East
8000130,HGS,Goslar,RV,10.421436,51.911573,,,Central
8011676,DKH,Goßdorf-Kohlmühle,RV,14.164655,50.94117,,,East
8002332,FGOF,Goßfelden,RV,8.738249,50.868414,,,Central
8002333,NGOD,Goßmannsdorf,RV,10.025594,49.684959,,,Central
8010134,DGZ,Gößnitz,RV,12.429301,50.8932,,,East
8010136,UGO,Gotha,FV,10.712568,50.93907,,,Central
8000128,HG,Göttingen,FV,9.926072,51.536815,,,Central
8002337,RG,Gottmadingen,RV,8.77543,47.737401,,,South
8011662,LGOE,Götz,RV,12.725983,52.411224,,,East
8012583,WGM,Graal-Müritz,RV,12.245387,54.248777,,,North
8012584,WGMW,Graal-Müritz Koppelweg,RV,12.237167,54.24589,,,North
8002346,MGRL,Graben(Lechfeld)Gewerbepark,RV,10.852411,48.199148,,,South
8000131,RGN,Graben-Neudorf,RV,8.49063,49.161797,,,Central
8002339,MGFL,Gräfelfing,RV,11.425571,48.119774,,,South
8002343,MGRA,Grafenaschau,RV,11.1374,47.667029,,,South
8002340,NGFG,Gräfenberg,RV,11.250423,49.64156,,,Central
8011683,LG,Gräfenhainichen,RV,12.460037,51.724731,,,East
8010137,UGD,Gräfenroda,RV,10.833007,50.758894,,,Central
8011687,UGTA,Gräfentonna,RV,10.733617,51.089734,,,Central
8002347,MGB,Grafing Bahnhof,RV,11.940423,48.043226,,,South
8002348,MGRS,Grafing Stadt,RV,11.962758,48.047217,,,South
8002351,MGF,Grafrath,RV,11.153259,48.132096,,,South
8011689,WGR,Grambow,RV,14.347457,53.417381,,,North
8011691,WGRA,Gransee,RV,13.16712,53.001076,,,North
8002358,FGSN,Grebenstein,RV,9.420533,51.447238,,,Central
8010139,WGW,Greifswald,FV,13.370262,54.092923,,,North
8010140,UGR,Greiz,RV,12.194522,50.653287,,,East
8011697,UGRD,Greiz-Dölau,RV,12.184776,50.630029,,,East
8002365,RGRZ,Grenzach,RV,7.659506,47.5509,,,West
8011699,LGPN,Greppin,RV,12.297969,51.645358,,,East
8011700,UGN,Greußen,RV,10.941303,51.22934,,,Central
8002369,EGRV,Greven,RV,7.599341,52.089829,,,West
8000133,KGRB,Grevenbroich,RV,6.580447,51.093701,,,West
8010141,WGV,Grevesmühlen,RV,11.184712,53.857468,,,North
8011702,WGBN,Grieben(Meckl),RV,11.068569,53.851233,,,North
8011703,LGB,Griebo,RV,12.522977,51.880576,,,East
8084070,UGRI,Griefstedt,RV,11.136471,51.230229,,,Central
8017041,MGRI,Griesen(Oberbay),RV,10.94612,47.478217,,,South
8002373,RGSS,Grießen(Baden),RV,8.396003,47.628432,,,South
8011705,LGRI,Grimma ob Bf,RV,12.714131,51.230076,,,East
8011707,WGI,Grimmen,RV,13.034025,54.109739,,,North
8010142,UGM,Grimmenthal,RV,10.450512,50.532953,,,Central
8002377,MGRZ,Gröbenzell,RV,11.374107,48.194919,,,South
8011711,LGOH,Gröbers,RV,12.116826,51.432502,,,East
8011712,DGT,Gröditz(Riesa),RV,13.439542,51.411468,,,East
8002380,RGM,Grombach,RV,8.996902,49.226145,,,Central
8002383,MGDF,Gronsdorf,RV,11.698619,48.118401,,,South
8011714,LGRL,Groß Ammensleben,RV,11.525417,52.235646,,,Central
8000136,FGER,Groß Gerau,RV,8.486215,49.924934,,,Central
8002386,FDG,Groß Gerau-Dornberg,RV,8.494709,49.912279,,,Central
8001511,FDOH,Groß Gerau-Dornheim,RV,8.493656,49.877507,,,Central
8002388,FGKA,Groß Karben,RV,8.753528,50.23184,,,Central
8011723,WGKW,Groß Kiesow,RV,13.480617,54.013721,,,North
8013109,BTPI,Groß Köris,RV,13.650807,52.159607,,,East
8011725,LGZ,Groß Kreutz,RV,12.776335,52.410761,,,East
8011729,WGLI,Groß Lüsewitz,RV,12.339221,54.073407,,,North
8011730,WGP,Groß Pankow,RV,12.047421,53.123014,,,North
8002391,FGRO,Groß Rohrheim,RV,8.476857,49.714066,,,Central
8011735,WGS,Groß Schwaß,RV,12.04612,54.077026,,,North
8002400,FGAU,Großauheim(Kr Hanau),RV,8.943902,50.107054,,,Central
8011740,BGSBS,Großbeeren,RV,13.28477,52.350673,,,East
8010144,DGR,Großbothen,RV,12.759033,51.184455,,,East
8002402,KGBU,Großbüllesheim,RV,6.816188,50.686747,,,West
8011745,LGD,Großdeuben,RV,12.383193,51.232352,,,East
8002410,FGL,Großen Linden,RV,8.661998,50.527851,,,Central
8002411,AGRO,Großenbrode,RV,11.080779,54.36631,,,North
8011746,UGG,Großengottern,RV,10.556041,51.144503,,,Central
8011749,DGC,Großenhain Cottb Bf,RV,13.523916,51.291636,,,East
8011750,UGFA,Großfurra,RV,10.802815,51.398882,,,Central
8002416,NGRG,Großgeschaidt,RV,11.172204,49.565031,,,Central
8002420,MGHD,Großhelfendorf,RV,11.78126,47.94606,,,South
8010145,UGH,Großheringen,RV,11.657745,51.105981,,,Central
8002422,MGOI,Großhesselohe Isartalbf,RV,11.530945,48.071068,,,South
8010146,LGC,Großkorbetha,RV,12.022171,51.267318,,,East
8002425,FGK,Großkrotzenburg,RV,8.982792,50.087726,,,Central
8011752,LGKL,Großkugel,RV,12.164411,51.41872,,,East
