route_id,trip_id,leg_sequence,from_stop_id,to_stop_id,countries,scheduled_running_min,routed_driving_min,routed_dynamics_min,routed_model_min,implied_buffer_min,implied_buffer_pct,routed_buffer_min,applied_buffer_pct,routed_distance_km,excluded_reason
54,MÁV/ÖBB EN 50237,3,Győr,Wien Hbf,AT+HU,,57,1,58,,,21,36.2,118.7,no_timetable
54,MÁV/ÖBB EN 50237,4,Wien Hbf,Wien Meidling,AT,,3,1,4,,,1,25.0,3.5,no_timetable
54,MÁV/ÖBB EN 50237,5,Wien Meidling,St. Pölten Hbf,AT,,40,1,41,,,14,34.1,62.5,no_timetable
54,MÁV/ÖBB EN 50237,6,St. Pölten Hbf,Linz Hbf,AT,,46,2,48,,,17,35.4,122.8,no_timetable
54,MÁV/ÖBB EN 50237,7,Linz Hbf,Rosenheim,AT+DE,266,113,1,114,152,133.3,46,40.4,212.3,
54,MÁV/ÖBB EN 50237,8,Rosenheim,München Ost,DE,33,27,1,28,5,17.9,15,53.6,55.0,
54,MÁV/ÖBB EN 50237,9,München Ost,Augsburg Hbf,DE,51,29,1,30,21,70.0,15,50.0,65.9,
54,MÁV/ÖBB EN 50237,10,Augsburg Hbf,Ulm Hbf,DE,56,37,1,38,18,47.4,19,50.0,85.7,
54,MÁV/ÖBB EN 50237,11,Ulm Hbf,Stuttgart Hbf,DE,61,53,1,54,7,13.0,26,48.1,93.1,
57,HŽPP/ÖBB EN 40237,1,Stuttgart Hbf,Ulm Hbf,DE,,53,1,54,,,26,48.1,93.1,no_timetable
57,HŽPP/ÖBB EN 40237,2,Ulm Hbf,Augsburg Hbf,DE,,37,1,38,,,19,50.0,85.7,no_timetable
57,HŽPP/ÖBB EN 40237,3,Augsburg Hbf,München Ost,DE,,29,1,30,,,15,50.0,65.9,no_timetable
57,HŽPP/ÖBB EN 40237,4,München Ost,Rosenheim,DE,,30,1,31,,,16,51.6,55.0,no_timetable
57,HŽPP/ÖBB EN 40237,5,Rosenheim,Villach Hbf,AT+DE,318,173,1,174,144,82.8,67,38.5,269.2,
57,HŽPP/ÖBB EN 40237,6,Villach Hbf,Ljubljana,AT+SI,118,72,1,73,45,61.6,27,37.0,100.9,
57,HŽPP/ÖBB EN 40237,7,Ljubljana,Zagreb Gl. K.,HR+SI,161,109,1,110,51,46.4,43,39.1,141.2,
58,MÁV EN 40457,1,Berlin Hbf,Berlin Südkreuz,DE,,13,1,14,,,6,42.9,16.0,no_timetable
58,MÁV EN 40457,2,Berlin Südkreuz,Dresden Neustadt,DE,,87,1,88,,,45,51.1,174.3,no_timetable
58,MÁV EN 40457,3,Dresden Neustadt,Dresden Hbf,DE,,4,1,5,,,2,40.0,3.9,no_timetable
58,MÁV EN 40457,4,Dresden Hbf,Ústí nad Labem hl.n.,CZ+DE,,55,1,56,,,25,44.6,85.7,no_timetable
58,MÁV EN 40457,5,Ústí nad Labem hl.n.,Praha hl.n.,CZ,,64,1,65,,,26,40.0,112.2,no_timetable
58,MÁV EN 40457,6,Praha hl.n.,Brno hl.n.,CZ,160,135,1,136,24,17.6,54,39.7,253.3,
58,MÁV EN 40457,7,Brno hl.n.,Bratislava hl.st.,CZ+SK,166,77,1,78,88,112.8,31,39.7,142.3,
58,MÁV EN 40457,8,Bratislava hl.st.,Vac,HU+SK,117,104,1,105,12,11.4,41,39.0,178.9,
58,MÁV EN 40457,9,Vac,Budapest Nyugati,HU,30,24,1,25,5,20.0,10,40.0,33.2,
59,CFR/MÁV/ÖBB D 346,1,București Nord,Ploiești Vest,,,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,2,Ploiești Vest,Brașov,,,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,3,Brașov,Sighișoara,,,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,4,Sighișoara,Mediaș,,,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,5,Mediaș,Kőbánya-Kispest,,440,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,6,Kőbánya-Kispest,Budapest Kelenföld,,19,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,7,Budapest Kelenföld,Győr,,76,,0,,,,,,,routing_failed
59,CFR/MÁV/ÖBB D 346,8,Győr,Wien Hbf,,81,,0,,,,,,,routing_failed
6,ČD EN 442,1,Humenné,Strážske,SK,,6,1,7,,,2,28.6,9.6,no_timetable
6,ČD EN 442,2,Strážske,Michalovce,SK,,8,1,9,,,3,33.3,14.3,no_timetable
6,ČD EN 442,3,Michalovce,Bánovce nad Ondavou,SK,,6,1,7,,,2,28.6,9.7,no_timetable
6,ČD EN 442,4,Bánovce nad Ondavou,Trebišov,SK,,8,1,9,,,3,33.3,10.7,no_timetable
6,ČD EN 442,5,Trebišov,Košice,SK,,41,1,42,,,16,38.1,53.2,no_timetable
6,ČD EN 442,6,Košice,Kysak,SK,,11,1,12,,,4,33.3,15.7,no_timetable
6,ČD EN 442,7,Kysak,Margecany,SK,,24,0,24,,,10,41.7,19.2,no_timetable
6,ČD EN 442,8,Margecany,Spišská Nová Ves,SK,,31,1,32,,,12,37.5,39.8,no_timetable
6,ČD EN 442,9,Spišská Nová Ves,Poprad Tatry,SK,,18,1,19,,,7,36.8,26.5,no_timetable
6,ČD EN 442,10,Poprad Tatry,Liptovský Mikuláš,SK,,37,1,38,,,15,39.5,56.1,no_timetable
6,ČD EN 442,11,Liptovský Mikuláš,Ružomberok,SK,,18,1,19,,,7,36.8,28.0,no_timetable
6,ČD EN 442,12,Ružomberok,Kraľovany,SK,,14,1,15,,,6,40.0,18.2,no_timetable
6,ČD EN 442,13,Kraľovany,Olomouc hl.n.,CZ+SK,,138,1,139,,,55,39.6,220.9,no_timetable
6,ČD EN 442,14,Olomouc hl.n.,Česká Třebová,CZ,50,39,1,40,10,25.0,16,40.0,84.7,
6,ČD EN 442,15,Česká Třebová,Pardubice hl.n.,CZ,43,30,1,31,12,38.7,12,38.7,59.8,
6,ČD EN 442,16,Pardubice hl.n.,Praha hl.n.,CZ,92,48,1,49,43,87.8,19,38.8,103.6,
60,UZ/ÖBB 40149,1,Wien Westbf,Wien Meidling,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,2,Wien Meidling,Wien Hbf,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,3,Wien Hbf,Hegyeshalom,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,4,Hegyeshalom,Győr,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,5,Győr,Budapest Kelenföld,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,6,Budapest Kelenföld,Cegléd,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,7,Cegléd,Szolnok,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,8,Szolnok,Debrecen,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,9,Debrecen,Nyíregyháza,,,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,10,Nyíregyháza,Chop,,187,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,11,Chop,Mukacheve,,141,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,12,Mukacheve,Stryj,,153,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,13,Stryj,Lviv,,61,,0,,,,,,,routing_failed
60,UZ/ÖBB 40149,14,Lviv,Kyiv Pasazhyrskyi,,421,,0,,,,,,,routing_failed
62,SJ 1,1,Stockholm C,Norrköping C,SE,,76,1,77,,,31,40.3,179.6,no_timetable
62,SJ 1,2,Norrköping C,Hässleholm C,SE,243,129,2,131,112,85.5,53,40.5,351.5,
62,SJ 1,3,Hässleholm C,Helsingborg C,SE,74,43,1,44,30,68.2,17,38.6,77.0,
62,SJ 1,4,Helsingborg C,Lund C,SE,33,20,2,22,11,50.0,9,40.9,52.5,
62,SJ 1,5,Lund C,Malmö C,SE,14,8,1,9,5,,3,33.3,16.4,leg_too_short
63,SJ 70,1,Stockholm C,Arlanda,SE,,16,1,17,,,7,41.2,38.9,no_timetable
63,SJ 70,2,Arlanda,Uppsala C,SE,,26,1,27,,,10,37.0,36.4,no_timetable
63,SJ 70,3,Uppsala C,Gävle C,SE,,39,2,41,,,17,41.5,111.5,no_timetable
63,SJ 70,4,Gävle C,Bräcke,SE,283,132,1,133,150,112.8,53,39.8,289.9,
63,SJ 70,5,Bräcke,Östersund C,SE,82,34,1,35,47,134.3,14,40.0,70.8,
63,SJ 70,6,Östersund C,Järpen,SE,48,44,1,45,3,6.7,18,40.0,79.2,
63,SJ 70,7,Järpen,Åre,SE,26,15,1,16,10,62.5,6,37.5,26.1,
63,SJ 70,8,Åre,Duved,SE,18,6,1,7,11,,2,28.6,8.3,leg_too_short
65,GA F5 725,1,Oslo S,Drammen,NO,,23,1,24,,,9,37.5,40.5,no_timetable
65,GA F5 725,2,Drammen,Kongsberg,NO,,30,1,31,,,12,38.7,46.5,no_timetable
65,GA F5 725,3,Kongsberg,Sandnes,NO,440,335,1,336,104,31.0,134,39.9,478.4,
65,GA F5 725,4,Sandnes,Stavanger,NO,18,10,1,11,7,63.6,4,36.4,14.6,
67,CFR/MÁV IC 406,1,Brașov,Miercurea Ciuc,,,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,2,Miercurea Ciuc,Gheorgheni,,,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,3,Gheorgheni,Deda,,,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,4,Deda,Beclean pe Somes,,,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,5,Beclean pe Somes,Debrecen,,314,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,6,Debrecen,Szolnok,,110,,0,,,,,,,routing_failed
67,CFR/MÁV IC 406,7,Szolnok,Budapest Keleti,,85,,0,,,,,,,routing_failed
68,VR IC 264,1,Rovaniemi,Kemi,,,,0,,,,,,,routing_failed
68,VR IC 264,2,Kemi,Oulu / Uleåborg,,,,0,,,,,,,routing_failed
68,VR IC 264,3,Oulu / Uleåborg,Ylivieska,,,,0,,,,,,,routing_failed
68,VR IC 264,4,Ylivieska,Kokkola / Karleby,,,,0,,,,,,,routing_failed
68,VR IC 264,5,Kokkola / Karleby,Tampere,,275,,0,,,,,,,routing_failed
68,VR IC 264,6,Tampere,Toijala,,33,,0,,,,,,,routing_failed
68,VR IC 264,7,Toijala,Riihimäki,,61,,0,,,,,,,routing_failed
68,VR IC 264,8,Riihimäki,Helsinki / Helsingfors,,84,,0,,,,,,,routing_failed
69,VY 605,1,Oslo S,Sandvika,,,,0,,,,,,,routing_failed
69,VY 605,2,Sandvika,Asker,,,,0,,,,,,,routing_failed
69,VY 605,3,Asker,Drammen,,,,0,,,,,,,routing_failed
69,VY 605,4,Drammen,Hokksund,,,,0,,,,,,,routing_failed
69,VY 605,5,Hokksund,Myrdal,,265,,0,,,,,,,routing_failed
69,VY 605,6,Myrdal,Dale,,76,,0,,,,,,,routing_failed
69,VY 605,7,Dale,Bergen,,46,,0,,,,,,,routing_failed
7,RJ 1020,1,Chop,Košice,SK,,74,1,75,,,28,37.3,103.7,no_timetable
7,RJ 1020,2,Košice,Poprad Tatry,SK,,65,1,66,,,26,39.4,100.4,no_timetable
7,RJ 1020,3,Poprad Tatry,Pardubice hl.n.,CZ+SK,346,273,1,274,72,26.3,109,39.8,467.7,
7,RJ 1020,4,Pardubice hl.n.,Praha hl.n.,CZ,63,48,1,49,14,28.6,19,38.8,103.6,
70,SJN 405,1,Oslo S,Hamar,NO,,53,1,54,,,22,40.7,123.7,no_timetable
70,SJN 405,2,Hamar,Lillehammer,NO,,42,1,43,,,17,39.5,57.8,no_timetable
70,SJN 405,3,Lillehammer,Trondheim S,NO,321,241,1,242,79,32.6,96,39.7,367.5,
71,SJN 475,1,Trondheim S,Levanger,,,,0,,,,,,,routing_failed
71,SJN 475,2,Levanger,Steinkjer,,,,0,,,,,,,routing_failed
71,SJN 475,3,Steinkjer,Mo i Rana,,298,,0,,,,,,,routing_failed
71,SJN 475,4,Mo i Rana,Bodø,,190,,0,,,,,,,routing_failed
72,VR IC 265,1,Helsinki / Helsingfors,Riihimäki,,,,0,,,,,,,routing_failed
72,VR IC 265,2,Riihimäki,Tampere,,,,0,,,,,,,routing_failed
72,VR IC 265,3,Tampere,Seinäjoki,,,,0,,,,,,,routing_failed
72,VR IC 265,4,Seinäjoki,Oulu / Uleåborg,,217,,0,,,,,,,routing_failed
72,VR IC 265,5,Oulu / Uleåborg,Kemi,,74,,0,,,,,,,routing_failed
72,VR IC 265,6,Kemi,Rovaniemi,,82,,0,,,,,,,routing_failed
72,VR IC 265,7,Rovaniemi,Kemijärvi,,90,,0,,,,,,,routing_failed
73,ST 304,1,Innsbruck Hbf,Jenbach,AT,,14,1,15,,,5,33.3,34.1,no_timetable
73,ST 304,2,Jenbach,Kitzbühel,AT,,38,1,39,,,13,33.3,60.0,no_timetable
73,ST 304,3,Kitzbühel,Zell am See,AT,,41,1,42,,,14,33.3,57.1,no_timetable
73,ST 304,4,Zell am See,Salzburg Hbf,AT,,77,1,78,,,27,34.6,99.1,no_timetable
73,ST 304,5,Salzburg Hbf,München Ost,AT+DE,,76,1,77,,,38,49.4,146.8,no_timetable
73,ST 304,6,München Ost,Hamburg Hbf,DE,526,383,1,384,142,37.0,193,50.3,816.0,
73,ST 304,7,Hamburg Hbf,Kolding,DE+DK,193,132,1,133,60,45.1,63,47.4,273.5,
73,ST 304,8,Kolding,Odense,DK,52,33,1,34,18,52.9,14,41.2,73.2,
73,ST 304,9,Odense,København Syd,DK,94,58,2,60,34,56.7,24,40.0,153.2,
73,ST 304,10,København Syd,Malmö C,DK+SE,35,26,1,27,8,29.6,10,37.0,46.6,
74,MÁV/ÖBB EN 40462,1,Budapest Keleti,Budapest Kelenföld,HU,,20,0,20,,,8,40.0,14.2,no_timetable
74,MÁV/ÖBB EN 40462,2,Budapest Kelenföld,Győr,HU,,61,1,62,,,24,38.7,125.6,no_timetable
74,MÁV/ÖBB EN 40462,3,Győr,Wien Hbf,AT+HU,,57,1,58,,,21,36.2,118.7,no_timetable
74,MÁV/ÖBB EN 40462,4,Wien Hbf,Wien Meidling,AT,,3,1,4,,,1,25.0,3.5,no_timetable
74,MÁV/ÖBB EN 40462,5,Wien Meidling,St. Pölten Hbf,AT,,40,1,41,,,14,34.1,62.5,no_timetable
74,MÁV/ÖBB EN 40462,6,St. Pölten Hbf,Linz Hbf,AT,,46,2,48,,,17,35.4,122.8,no_timetable
74,MÁV/ÖBB EN 40462,7,Linz Hbf,Bludenz,AT+DE,329,250,1,251,78,31.1,96,38.2,452.0,
74,MÁV/ÖBB EN 40462,8,Bludenz,Feldkirch,AT,17,10,1,11,6,54.5,4,36.4,20.4,
74,MÁV/ÖBB EN 40462,9,Feldkirch,Buchs (SG),AT+CH,19,20,1,21,-2,-9.5,4,19.0,20.8,router_slower_than_reality
74,MÁV/ÖBB EN 40462,10,Buchs (SG),Zürich HB,CH,84,70,1,71,13,18.3,21,29.6,112.4,
76,FS IC Notte 758,1,Lecce,Brindisi,IT,,16,1,17,,,7,41.2,38.4,no_timetable
76,FS IC Notte 758,2,Brindisi,Taranto,IT,,41,1,42,,,16,38.1,69.0,no_timetable
76,FS IC Notte 758,3,Taranto,Bari Centrale,IT,,49,1,50,,,20,40.0,104.1,no_timetable
76,FS IC Notte 758,4,Bari Centrale,Foggia,IT,,56,1,57,,,23,40.4,123.8,no_timetable
76,FS IC Notte 758,5,Foggia,Bologna Centrale,IT,353,219,1,220,133,60.5,89,40.5,522.5,
76,FS IC Notte 758,6,Bologna Centrale,Milano Centrale,IT,133,92,1,93,40,43.0,38,40.9,218.5,
77,ST 300,1,Stockholm C,Södertälje syd övre,SE,,30,1,31,,,12,38.7,39.9,no_timetable
77,ST 300,2,Södertälje syd övre,Norrköping C,SE,,68,1,69,,,27,39.1,146.2,no_timetable
77,ST 300,3,Norrköping C,Linköping C,SE,,21,1,22,,,9,40.9,46.3,no_timetable
77,ST 300,4,Linköping C,Nässjö C,SE,,46,2,48,,,19,39.6,120.5,no_timetable
77,ST 300,5,Nässjö C,Alvesta,SE,,30,2,32,,,13,40.6,86.7,no_timetable
77,ST 300,6,Alvesta,Hässleholm C,SE,,34,2,36,,,15,41.7,98.0,no_timetable
77,ST 300,7,Hässleholm C,Lund C,SE,,24,2,26,,,11,42.3,66.7,no_timetable
77,ST 300,8,Lund C,Malmö C,SE,,8,1,9,,,3,33.3,16.4,no_timetable
77,ST 300,9,Malmö C,København Syd,DK+SE,,26,1,27,,,10,37.0,46.5,no_timetable
77,ST 300,10,København Syd,Hamburg Hbf,DE+DK,394,220,1,221,173,78.3,98,44.3,500.0,
77,ST 300,11,Hamburg Hbf,Berlin Hbf,DE,209,94,2,96,113,117.7,48,50.0,285.7,
78,RDC/SJ EN 345,1,Stockholm C,Norrköping C,SE,,76,1,77,,,31,40.3,179.6,no_timetable
78,RDC/SJ EN 345,2,Norrköping C,Linköping C,SE,,21,1,22,,,9,40.9,46.3,no_timetable
78,RDC/SJ EN 345,3,Linköping C,Nässjö C,SE,,46,2,48,,,19,39.6,120.5,no_timetable
78,RDC/SJ EN 345,4,Nässjö C,Alvesta,SE,,30,2,32,,,13,40.6,86.7,no_timetable
78,RDC/SJ EN 345,5,Alvesta,Hässleholm C,SE,,34,2,36,,,15,41.7,98.0,no_timetable
78,RDC/SJ EN 345,6,Hässleholm C,Lund C,SE,,24,2,26,,,11,42.3,66.7,no_timetable
78,RDC/SJ EN 345,7,Lund C,Malmö C,SE,,8,1,9,,,3,33.3,16.4,no_timetable
78,RDC/SJ EN 345,8,Malmö C,Kastrup Lufthavn,DK+SE,,15,1,16,,,7,43.8,35.4,no_timetable
78,RDC/SJ EN 345,9,Kastrup Lufthavn,Padborg,DK,204,134,1,135,69,51.1,55,40.7,325.6,
78,RDC/SJ EN 345,10,Padborg,Hamburg Hbf,DE+DK,136,92,1,93,43,46.2,47,50.5,183.9,
78,RDC/SJ EN 345,11,Hamburg Hbf,Berlin Hbf,DE,279,94,2,96,183,190.6,48,50.0,285.7,
79,ST 3920,1,Malmö C,Lund C,SE,,8,1,9,,,3,33.3,16.4,no_timetable
79,ST 3920,2,Lund C,Hässleholm C,SE,,24,2,26,,,11,42.3,66.7,no_timetable
79,ST 3920,3,Hässleholm C,Alvesta,SE,,34,2,36,,,15,41.7,98.0,no_timetable
79,ST 3920,4,Alvesta,Nässjö C,SE,,30,2,32,,,13,40.6,86.7,no_timetable
79,ST 3920,5,Nässjö C,Linköping C,SE,,46,2,48,,,19,39.6,120.5,no_timetable
79,ST 3920,6,Linköping C,Norrköping C,SE,,21,1,22,,,9,40.9,46.3,no_timetable
79,ST 3920,7,Norrköping C,Stockholm C,SE,,76,1,77,,,31,40.3,179.5,no_timetable
79,ST 3920,8,Stockholm C,Uppsala C,SE,,32,1,33,,,13,39.4,65.9,no_timetable
79,ST 3920,9,Uppsala C,Östersund C,SE,395,205,1,206,189,91.7,83,40.3,472.2,
79,ST 3920,10,Östersund C,Åre,SE,80,59,1,60,20,33.3,24,40.0,105.3,
79,ST 3920,11,Åre,Duved,SE,20,6,1,7,13,,2,28.6,8.3,leg_too_short
79,ST 3920,12,Duved,Storlien,SE,60,27,1,28,32,114.3,11,39.3,48.1,
8,PKP/ČD EN 50443,1,Praha hl.n.,Pardubice hl.n.,CZ,,48,1,49,,,19,38.8,103.6,no_timetable
8,PKP/ČD EN 50443,2,Pardubice hl.n.,Olomouc hl.n.,CZ,,68,1,69,,,27,39.1,144.4,no_timetable
8,PKP/ČD EN 50443,3,Olomouc hl.n.,Ostrava hl.n.,CZ,,52,1,53,,,21,39.6,103.7,no_timetable
8,PKP/ČD EN 50443,4,Ostrava hl.n.,Gliwice,CZ+PL,202,63,1,64,138,215.6,26,40.6,97.4,
8,PKP/ČD EN 50443,5,Gliwice,Zabrze,PL,21,5,1,6,15,,2,33.3,8.1,leg_too_short
8,PKP/ČD EN 50443,6,Zabrze,Katowice,PL,22,12,1,13,9,69.2,5,38.5,18.4,
8,PKP/ČD EN 50443,7,Katowice,Mysłowice,PL,15,34,0,34,-19,-55.9,14,41.2,24.1,router_slower_than_reality
8,PKP/ČD EN 50443,8,Mysłowice,Jaworzno Szczakowa,PL,10,8,1,9,1,,3,33.3,13.2,leg_too_short
8,PKP/ČD EN 50443,9,Jaworzno Szczakowa,Trzebinia,PL,9,7,1,8,1,,4,50.0,15.7,leg_too_short
8,PKP/ČD EN 50443,10,Trzebinia,Krzeszowice,PL,9,6,1,7,2,,3,42.9,13.4,leg_too_short
8,PKP/ČD EN 50443,11,Krzeszowice,Kraków Gł.,PL,16,13,1,14,2,14.3,5,35.7,25.4,
8,PKP/ČD EN 50443,12,Kraków Gł.,Tarnow,PL,63,34,1,35,28,80.0,15,42.9,77.4,
8,PKP/ČD EN 50443,13,Tarnow,Dębica,PL,18,14,1,15,3,20.0,7,46.7,33.3,
8,PKP/ČD EN 50443,14,Dębica,Rzeszow Gł.,PL,28,20,1,21,7,33.3,9,42.9,46.4,
8,PKP/ČD EN 50443,15,Rzeszow Gł.,Przeworsk,PL,28,22,1,23,5,21.7,9,39.1,36.7,
8,PKP/ČD EN 50443,16,Przeworsk,Jarosław,PL,11,9,1,10,1,10.0,4,40.0,14.8,
8,PKP/ČD EN 50443,17,Jarosław,Przemyśl Gł.,PL,28,22,1,23,5,21.7,9,39.1,35.1,
80,ST 3904,1,Malmö C,Lund C,SE,,8,1,9,,,3,33.3,16.4,no_timetable
80,ST 3904,2,Lund C,Helsingborg C,SE,,20,2,22,,,9,40.9,52.5,no_timetable
80,ST 3904,3,Helsingborg C,Halmstads central,SE,,37,1,38,,,16,42.1,83.6,no_timetable
80,ST 3904,4,Halmstads central,Mölndals nedre,SE,,48,2,50,,,20,40.0,137.5,no_timetable
80,ST 3904,5,Mölndals nedre,Östersund C,SE,680,388,1,389,291,74.8,156,40.1,874.3,
80,ST 3904,6,Östersund C,Åre,SE,85,59,1,60,25,41.7,24,40.0,105.3,
80,ST 3904,7,Åre,Duved,SE,25,6,1,7,18,,2,28.6,8.3,leg_too_short
81,SJ 91,1,Luleå C,Boden C,SE,,18,1,19,,,7,36.8,35.5,no_timetable
81,SJ 91,2,Boden C,Umeå C,SE,,169,1,170,,,68,40.0,312.4,no_timetable
81,SJ 91,3,Umeå C,Sundsvall C,SE,189,271,1,272,-83,-30.5,108,39.7,410.2,router_slower_than_reality
81,SJ 91,4,Sundsvall C,Gävle C,SE,213,100,1,101,112,110.9,40,39.6,218.8,
81,SJ 91,5,Gävle C,Uppsala C,SE,56,39,2,41,15,36.6,17,41.5,111.5,
81,SJ 91,6,Uppsala C,Stockholm C,SE,47,32,1,33,14,42.4,13,39.4,65.9,
83,FS IC Notte 797,1,Torino Porta Susa,Milano Porta Garibaldi,IT,,64,1,65,,,27,41.5,142.9,no_timetable
83,FS IC Notte 797,2,Milano Porta Garibaldi,Roma Tiburtina,IT,460,290,1,291,169,58.1,116,39.9,625.4,
83,FS IC Notte 797,3,Roma Tiburtina,Napoli Centrale,IT,173,96,1,97,76,78.4,39,40.2,216.0,
83,FS IC Notte 797,4,Napoli Centrale,Salerno,IT,60,26,1,27,33,122.2,10,37.0,51.4,
84,FS IC Notte 1964,1,Palermo Centrale,Termini Imerese,,,,0,,,,,,,routing_failed
84,FS IC Notte 1964,2,Termini Imerese,Barcellona Castroreale,,,,0,,,,,,,routing_failed
84,FS IC Notte 1964,3,Barcellona Castroreale,Messina Centrale,,,,0,,,,,,,routing_failed
84,FS IC Notte 1964,4,Messina Centrale,Lamezia Terme Centrale,,,,0,,,,,,,routing_failed
84,FS IC Notte 1964,5,Lamezia Terme Centrale,Salerno,,,,0,,,,,,,routing_failed
84,FS IC Notte 1964,6,Salerno,Firenze S. M. N.,,363,,0,,,,,,,routing_failed
84,FS IC Notte 1964,7,Firenze S. M. N.,Bologna Centrale,,91,,0,,,,,,,routing_failed
84,FS IC Notte 1964,8,Bologna Centrale,Milano Centrale,,183,,0,,,,,,,routing_failed
85,FS IC Notte 1962,1,Siracusa,Catania Centrale,,,,0,,,,,,,routing_failed
85,FS IC Notte 1962,2,Catania Centrale,Taormina Giardini,,,,0,,,,,,,routing_failed
85,FS IC Notte 1962,3,Taormina Giardini,Messina Centrale,,,,0,,,,,,,routing_failed
85,FS IC Notte 1962,4,Messina Centrale,Lamezia Terme Centrale,,,,0,,,,,,,routing_failed
85,FS IC Notte 1962,5,Lamezia Terme Centrale,Salerno,,,,0,,,,,,,routing_failed
85,FS IC Notte 1962,6,Salerno,Firenze S. M. N.,,363,,0,,,,,,,routing_failed
85,FS IC Notte 1962,7,Firenze S. M. N.,Bologna Centrale,,91,,0,,,,,,,routing_failed
85,FS IC Notte 1962,8,Bologna Centrale,Milano Centrale,,183,,0,,,,,,,routing_failed
86,FS IC Notte 752,1,Lecce,Brindisi,IT,,16,1,17,,,7,41.2,38.4,no_timetable
86,FS IC Notte 752,2,Brindisi,Bari Centrale,IT,,52,1,53,,,21,39.6,110.8,no_timetable
86,FS IC Notte 752,3,Bari Centrale,Foggia,IT,,56,1,57,,,23,40.4,123.8,no_timetable
86,FS IC Notte 752,4,Foggia,Bologna Centrale,IT,344,219,1,220,124,56.4,89,40.5,522.5,
86,FS IC Notte 752,5,Bologna Centrale,Milano Centrale,IT,130,92,1,93,37,39.8,38,40.9,218.5,
9,PKP/ČD EN 443 / IC 406,1,Praha hl.n.,Pardubice hl.n.,CZ,,48,1,49,,,19,38.8,103.6,no_timetable
9,PKP/ČD EN 443 / IC 406,2,Pardubice hl.n.,Olomouc hl.n.,CZ,,68,1,69,,,27,39.1,144.4,no_timetable
9,PKP/ČD EN 443 / IC 406,3,Olomouc hl.n.,Katowice,CZ+PL,256,113,1,114,142,124.6,46,40.4,204.2,
9,PKP/ČD EN 443 / IC 406,4,Katowice,Zawiercie,PL,44,47,1,48,-4,-8.3,19,39.6,60.8,router_slower_than_reality
9,PKP/ČD EN 443 / IC 406,5,Zawiercie,Opoczno Południe,PL,60,55,1,56,4,7.1,23,41.1,130.5,
9,PKP/ČD EN 443 / IC 406,6,Opoczno Południe,Warszawa Centralna,PL,62,75,1,76,-14,-18.4,30,39.5,127.6,router_slower_than_reality
9,PKP/ČD EN 443 / IC 406,7,Warszawa Centralna,Warszawa Wschodnia,PL,15,40,1,41,-26,-63.4,16,39.0,41.8,router_slower_than_reality
90,VR IC 266 (T),1,Rovaniemi,Kemi,,,,0,,,,,,,routing_failed
90,VR IC 266 (T),2,Kemi,Oulu / Uleåborg,,,,0,,,,,,,routing_failed
90,VR IC 266 (T),3,Oulu / Uleåborg,Ylivieska,,,,0,,,,,,,routing_failed
90,VR IC 266 (T),4,Ylivieska,Kokkola / Karleby,,,,0,,,,,,,routing_failed
90,VR IC 266 (T),5,Kokkola / Karleby,Tampere,,199,,0,,,,,,,routing_failed
90,VR IC 266 (T),6,Tampere,Turku / Åbo,,228,,0,,,,,,,routing_failed
90,VR IC 266 (T),7,Turku / Åbo,Turku satama / Åbo hamn,,19,,0,,,,,,,routing_failed
91,VR IC 266 (H),1,Rovaniemi,Kemi,,,,0,,,,,,,routing_failed
91,VR IC 266 (H),2,Kemi,Oulu / Uleåborg,,,,0,,,,,,,routing_failed
91,VR IC 266 (H),3,Oulu / Uleåborg,Ylivieska,,,,0,,,,,,,routing_failed
91,VR IC 266 (H),4,Ylivieska,Kokkola / Karleby,,,,0,,,,,,,routing_failed
91,VR IC 266 (H),5,Kokkola / Karleby,Tampere,,199,,0,,,,,,,routing_failed
91,VR IC 266 (H),6,Tampere,Toijala,,25,,0,,,,,,,routing_failed
